Flight No.,Launch site,Payload,Payload mass,Orbit,Customer,Launch outcome,Version Booster,Booster landing,Date,Time,bv,launch_site,payload,orbit,launch_outcomet,booster_landing
121,,,,,,,,,6 June 2021,,F9 B5,CCSFS,SXM-8,GTO,"Success
",Success
